Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
95000,1.980959,23.13888888888889,2.951471,-3.913492518502313,-3.913492518502313,1.0
96000,1.9794196,23.764705882352942,2.6962872,-3.9607424952767114,-3.9607424952767114,1.0
97000,1.9710832,22.17142857142857,2.2773206,-4.253667538506644,-4.253667538506644,1.0
98000,1.9502094,21.774193548387096,1.2193936,-3.9967044219374657,-3.9967044219374657,1.0
99000,1.9326323,21.97142857142857,1.6644645,-3.8143808046976724,-3.8143808046976724,1.0
100000,1.9049128,21.633333333333333,1.496984,-4.027860088273883,-4.027860088273883,1.0
101000,1.8985868,28.0,-0.7615256,-3.6361449635945835,-3.6361449635945835,1.0
102000,1.876381,23.25,0.8178905,-3.699407858507974,-3.699407858507974,1.0
103000,1.8585141,22.242424242424242,-2.022586,-4.186712983995676,-4.186712983995676,1.0
104000,1.8145099,21.03125,-0.42597073,-3.8286538755192474,-3.8286538755192474,1.0
105000,1.862953,50.64705882352941,-4.044534,-277.99690175428987,-277.99690175428987,1.0
106000,1.9478451,47.2972972972973,2.2528293,-4.245426091806669,-4.245426091806669,1.0
107000,1.9423745,24.4,2.3892667,-4.1803092139107845,-4.1803092139107845,1.0
108000,1.9473795,23.17948717948718,2.3139083,-4.215435090817903,-4.215435090817903,1.0
109000,1.9374036,45.58139534883721,2.3521233,-4.356006329790468,-4.356006329790468,1.0
110000,1.937997,23.512820512820515,2.3786778,-4.041268799363113,-4.041268799363113,1.0
111000,1.9336753,23.685714285714287,2.5674891,-3.849269417354039,-3.849269417354039,1.0
112000,1.9155414,24.714285714285715,2.5190125,-3.818124976423052,-3.818124976423052,1.0
113000,1.9022286,23.741935483870968,2.7707157,-3.8340372385517245,-3.8340372385517245,1.0
114000,1.88839,24.228571428571428,2.6060364,-4.145190056632547,-4.145190056632547,1.0
115000,1.8850608,24.424242424242426,3.7342257,-3.842605847865343,-3.842605847865343,1.0
116000,1.8548367,22.59375,3.304243,-3.9000136852264404,-3.9000136852264404,1.0
117000,1.8354303,22.5625,3.1008167,-4.021609033857073,-4.021609033857073,1.0
118000,1.8301373,23.466666666666665,5.294041,-4.2326268298285346,-4.2326268298285346,1.0
119000,1.8220861,21.416666666666668,4.348037,-4.187510673816387,-4.187510673816387,1.0
120000,1.8304663,23.11111111111111,6.623955,-4.089806130299201,-4.089806130299201,1.0
121000,1.8315567,66.375,4.4159846,-0.3785058595240116,-0.3785058595240116,1.0
122000,1.8527852,32.36,7.9425597,-3.344092938899994,-3.344092938899994,1.0
123000,1.9221883,53.3235294117647,4.817199,187.46058882400393,187.46058882400393,1.0
124000,1.9788139,23.83783783783784,1.313751,-4.284418699068901,-4.284418699068901,1.0
125000,1.9838132,22.972972972972972,1.3390865,-3.917742715563093,-3.917742715563093,1.0
126000,1.9895887,46.27777777777778,1.3039716,-3.8794714568389788,-3.8794714568389788,1.0
127000,1.9783971,21.333333333333332,1.1495304,-4.055246799420088,-4.055246799420088,1.0
128000,1.9670639,22.972972972972972,1.4867568,-4.036224499344826,-4.036224499344826,1.0
129000,1.9743516,25.94736842105263,1.4977162,-3.2760498040431254,-3.2760498040431254,1.0
130000,1.9761057,24.771428571428572,1.6771234,-3.358584249720854,-3.358584249720854,1.0
131000,1.9702566,23.647058823529413,1.3408035,-4.29930454492569,-4.29930454492569,1.0
132000,1.9596926,25.147058823529413,1.7413254,-3.4024161931240195,-3.4024161931240195,1.0
133000,1.9866822,46.64705882352941,1.8225778,-3.458939503771918,-3.458939503771918,1.0
134000,1.9697204,24.256410256410255,1.1212261,-3.9962290632419095,-3.9962290632419095,1.0
135000,1.9612573,22.340425531914892,0.9521733,-3.9751116536384403,-3.9751116536384403,1.0
136000,1.9743743,24.05128205128205,0.8783689,-3.7871895700693132,-3.7871895700693132,1.0
137000,1.965912,24.756756756756758,1.0683557,-4.069782587198111,-4.069782587198111,1.0
138000,1.967901,22.214285714285715,0.84646153,-4.236183488091757,-4.236183488091757,1.0
139000,1.9685537,25.289473684210527,1.0957525,-3.333674481040553,-3.333674481040553,1.0
140000,1.9733273,24.121951219512194,0.95745486,-3.7559314638376238,-3.7559314638376238,1.0
141000,1.9557425,24.18918918918919,0.99610853,-4.042941463960184,-4.042941463960184,1.0
142000,1.9574996,23.07894736842105,1.1954914,-3.8257573491487746,-3.8257573491487746,1.0
143000,1.948928,23.02777777777778,1.1424725,-4.0031927360428705,-4.0031927360428705,1.0
144000,1.9572512,23.256410256410255,1.0218819,-4.108290279233778,-4.108290279233778,1.0
145000,1.9766376,23.705882352941178,0.94884807,-3.9279305516062557,-3.9279305516062557,1.0
146000,1.9799492,28.87878787878788,1.1652077,-3.695882087753665,-3.695882087753665,1.0
147000,1.9702379,24.08108108108108,0.82348156,-4.15948590479399,-4.15948590479399,1.0
148000,1.9676139,23.105263157894736,0.87355775,-3.961613345790554,-3.961613345790554,1.0
149000,1.9734744,23.36111111111111,0.9399492,-4.115021850611712,-4.115021850611712,1.0
150000,1.9737518,25.875,1.2885365,-3.828742160399755,-3.828742160399755,1.0
151000,1.9546325,52.205882352941174,0.7985082,-6.785679955141885,-6.785679955141885,1.0
152000,1.9235866,22.485714285714284,-0.84262717,-4.362311547143118,-4.362311547143118,1.0
153000,1.8858643,21.82051282051282,-0.3643556,-3.708465221765879,-3.708465221765879,1.0
154000,1.8363409,20.78125,-2.4432492,-3.8818501584670124,-3.8818501584670124,1.0
155000,1.8135577,22.02777777777778,-1.5384381,-3.9831952850023904,-3.9831952850023904,1.0
156000,1.7968884,22.535714285714285,-1.9045866,-3.915312667687734,-3.915312667687734,1.0
157000,1.7822626,21.484848484848484,-5.103936,-4.013287864625454,-4.013287864625454,1.0
158000,1.7877043,21.363636363636363,-2.658326,-3.8862487800193555,-3.8862487800193555,1.0
159000,1.7893875,22.884615384615383,-7.681227,-3.8497054118376512,-3.8497054118376512,1.0
160000,1.7989708,52.470588235294116,-7.797511,-264.32138537834675,-264.32138537834675,1.0
161000,1.9770842,23.5,1.0230857,-3.5857836731842587,-3.5857836731842587,1.0
162000,1.9682841,52.628571428571426,0.7605033,-1.4138785849014919,-1.4138785849014919,1.0
163000,1.986452,41.275,0.37636256,-5.727242189645767,-5.727242189645767,1.0
164000,1.9938512,22.214285714285715,0.27796176,-4.0154538376386775,-4.0154538376386775,1.0
165000,1.9877177,23.951219512195124,0.11889893,-3.8825338631868362,-3.8825338631868362,1.0
166000,1.9839222,22.76923076923077,0.030172564,-3.955284485220909,-3.955284485220909,1.0
167000,1.99314,25.485714285714284,0.3277673,-3.736483618617058,-3.736483618617058,1.0
168000,1.9603584,25.392857142857142,0.45777687,-3.6328754655776487,-3.6328754655776487,1.0
169000,1.921403,25.692307692307693,-0.3751515,-3.7387390228418202,-3.7387390228418202,1.0
170000,1.8489943,24.466666666666665,0.5099884,-4.018668797509424,-4.018668797509424,1.0
171000,1.7849394,25.307692307692307,-2.7599094,-3.742120599108083,-3.742120599108083,1.0
172000,1.7242725,23.0,0.96680796,-4.024029265189993,-4.024029265189993,1.0
173000,1.6985685,22.884615384615383,-0.72974855,-3.9033523263602423,-3.9033523263602423,1.0
174000,1.6768004,26.24,-4.453793,-3.3676491832733153,-3.3676491832733153,1.0
175000,1.6561767,23.88888888888889,1.6537174,-3.917354910461991,-3.917354910461991,1.0
176000,1.6282308,89.73684210526316,-7.289562,1.1085665474335353,1.1085665474335353,1.0
177000,1.5934687,24.379310344827587,3.5375707,-3.704377638882604,-3.704377638882604,1.0
178000,1.6053464,87.03225806451613,-2.9539938,-100.88619425988966,-100.88619425988966,1.0
179000,1.866738,24.09090909090909,1.530152,-3.6653738863327923,-3.6653738863327923,1.0
180000,1.8420558,24.032258064516128,4.251194,-3.947631774410125,-3.947631774410125,1.0
181000,1.8262657,27.516129032258064,0.5402294,-3.6721366147200265,-3.6721366147200265,1.0
182000,1.7759506,22.774193548387096,3.6511214,-4.060477775912131,-4.060477775912131,1.0
183000,1.7296638,25.764705882352942,-1.739958,-3.5580541961120837,-3.5580541961120837,1.0
184000,1.6873347,23.766666666666666,3.9955237,-4.308534367331143,-4.308534367331143,1.0
185000,1.663568,23.551724137931036,0.21230806,-3.925936257466674,-3.925936257466674,1.0
186000,1.8008894,52.84848484848485,-4.333442,186.61908113583922,186.61908113583922,1.0
187000,1.8077283,21.8,-5.4418893,-4.144759813944499,-4.144759813944499,1.0
188000,1.790388,21.066666666666666,-11.280494,-4.225187993049621,-4.225187993049621,1.0
189000,1.820529,62.607142857142854,-14.564016,-315.1749406832236,-315.1749406832236,1.0
190000,1.9801601,23.727272727272727,-0.38552687,-3.539684776103858,-3.539684776103858,1.0
191000,1.9856194,22.38888888888889,-0.30239907,-3.7420345194199505,-3.7420345194199505,1.0
192000,1.9867141,24.0,-0.32436875,-3.835212449232737,-3.835212449232737,1.0
193000,1.9878904,22.11764705882353,-0.5077946,-4.046801954507828,-4.046801954507828,1.0
194000,1.9858427,23.0,-0.27768317,-3.9410301266294536,-3.9410301266294536,1.0
195000,1.9960409,50.37837837837838,-0.32727587,-1.7311417659123738,-1.7311417659123738,1.0
196000,2.0011456,23.263157894736842,-0.804111,-4.133095832971426,-4.133095832971426,1.0
197000,2.004534,23.52777777777778,-0.7815609,-4.298205947875976,-4.298205947875976,1.0
198000,2.0091224,51.810810810810814,-0.7187239,-6.07187399111296,-6.07187399111296,1.0
199000,2.0161805,22.86046511627907,-1.1386626,-4.329825781640553,-4.329825781640553,1.0
200000,2.0104392,22.75609756097561,-0.874158,-4.07686770529974,-4.07686770529974,1.0
201000,1.9764422,22.84375,-0.26030692,-3.686508247929235,-3.686508247929235,1.0
202000,1.9319974,24.29032258064516,-0.36390993,-3.39048969745636,-3.39048969745636,1.0
203000,1.8505888,26.0,-1.3016453,-3.889139413833618,-3.889139413833618,1.0
204000,1.7896924,25.147058823529413,-2.5434241,-4.003065555384665,-4.003065555384665,1.0
205000,1.7349827,23.666666666666668,-1.7299559,-3.8619595134959503,-3.8619595134959503,1.0
206000,1.7253035,24.741935483870968,-6.8419137,-3.801304828375578,-3.801304828375578,1.0
207000,1.7099259,23.46875,0.68372416,-4.025196530602195,-4.025196530602195,1.0
208000,1.6928892,25.09375,-9.068722,-4.261188260970577,-4.261188260970577,1.0
209000,1.6823425,22.838709677419356,1.1548483,-4.388185270370975,-4.388185270370975,1.0
210000,1.6713269,25.52777777777778,-3.2246163,-3.3489397185189382,-3.3489397185189382,1.0
211000,1.8006625,91.96551724137932,-6.205491,-92.87646244466305,-92.87646244466305,1.0
212000,1.9876169,21.0,-0.94716096,-4.096924046107701,-4.096924046107701,1.0
213000,1.9923561,23.65714285714286,-0.94055724,-4.18712443113327,-4.18712443113327,1.0
214000,1.9861029,22.90909090909091,-0.93916374,-3.9992528828707608,-3.9992528828707608,1.0
215000,1.9848764,21.228571428571428,-0.8148214,-4.276922716813929,-4.276922716813929,1.0
216000,1.9970082,26.29032258064516,-0.8063337,-3.631100792437792,-3.631100792437792,1.0
217000,2.010356,22.055555555555557,-1.2053014,-4.307547814316219,-4.307547814316219,1.0
218000,2.020754,20.8,-1.287175,-4.152391301261054,-4.152391301261054,1.0
219000,2.012876,24.848484848484848,-1.0113112,-3.582740371877497,-3.582740371877497,1.0
220000,2.0164468,22.235294117647058,-1.147427,-4.375034845236576,-4.375034845236576,1.0
221000,2.0137033,23.914285714285715,-1.0333045,-3.8931087970733644,-3.8931087970733644,1.0
222000,2.0369248,73.07692307692308,-1.1284761,-2.137153687053605,-2.137153687053605,1.0
223000,2.042077,22.763157894736842,-1.4484776,-4.294601049178686,-4.294601049178686,1.0
224000,2.052003,24.833333333333332,-1.5058513,-4.104695730093049,-4.104695730093049,1.0
225000,2.0476637,23.375,-1.369191,-4.102400282534157,-4.102400282534157,1.0
226000,2.0495093,23.41860465116279,-1.4748511,-3.9214578837883183,-3.9214578837883183,1.0
227000,2.035907,22.951219512195124,-1.69042,-4.229602370943342,-4.229602370943342,1.0
228000,2.0025897,23.125,-1.24433,-4.1855410012331875,-4.1855410012331875,1.0
229000,1.9711815,22.34285714285714,0.3564983,-3.712104000364031,-3.712104000364031,1.0
230000,1.934042,22.70967741935484,0.52448726,-3.708060106923503,-3.708060106923503,1.0
231000,1.8887565,24.483870967741936,3.5514002,-3.486739994958043,-3.486739994958043,1.0
232000,1.8614442,22.029411764705884,1.6906985,-3.9806951098144054,-3.9806951098144054,1.0
233000,1.8544486,21.774193548387096,2.173085,-3.8180556803038628,-3.8180556803038628,1.0
234000,1.8457366,21.02857142857143,6.34368,-3.835566562764785,-3.835566562764785,1.0
235000,1.8572546,21.633333333333333,3.4736602,-4.384515643119812,-4.384515643119812,1.0
236000,1.846856,21.151515151515152,8.572523,-4.429120374448372,-4.429120374448372,1.0
237000,1.8539244,25.928571428571427,5.294587,-3.39649030991963,-3.39649030991963,1.0
238000,1.928248,82.0909090909091,11.410589,179.9972424182025,179.9972424182025,1.0
239000,2.05609,24.147058823529413,-1.5137638,-3.75386204439051,-3.75386204439051,1.0
240000,2.0519118,23.846153846153847,-1.7072896,-4.208713537607437,-4.208713537607437,1.0
241000,2.0493588,21.7,-1.7431056,-3.849375194311142,-3.849375194311142,1.0
242000,2.0651035,45.609756097560975,-1.7857181,-2.8576723366975783,-2.8576723366975783,1.0
243000,2.0712078,24.414634146341463,-1.7528443,-3.877278318007787,-3.877278318007787,1.0
244000,2.048808,24.16216216216216,-1.5786909,-3.8840870921676225,-3.8840870921676225,1.0
245000,2.0529337,23.1,-1.590416,-4.003486663867266,-4.003486663867266,1.0
246000,2.0552397,24.0,-1.2199364,-3.6372182405356206,-3.6372182405356206,1.0
247000,2.0505743,28.08823529411765,-1.3871596,-3.431769672562094,-3.431769672562094,1.0
248000,2.0498753,24.46875,-1.487637,-3.810680601745844,-3.810680601745844,1.0
249000,2.0376513,23.756756756756758,-1.7311578,-3.8029414101650842,-3.8029414101650842,1.0
250000,2.0364535,23.636363636363637,-1.4552361,-3.603062842041254,-3.603062842041254,1.0
251000,2.0362034,23.933333333333334,-1.3304329,-3.7551959276199343,-3.7551959276199343,1.0
252000,2.02946,22.4375,-1.5485388,-3.622603963721882,-3.622603963721882,1.0
253000,2.0316992,23.466666666666665,-1.238172,-3.8414225866054665,-3.8414225866054665,1.0
254000,2.0372474,54.096774193548384,-1.3865615,-1.9019562582815848,-1.9019562582815848,1.0
255000,2.0469897,21.842105263157894,-1.7122126,-3.796966368953387,-3.796966368953387,1.0
256000,2.0464907,23.08823529411765,-1.6893616,-4.168920280204879,-4.168920280204879,1.0
257000,2.0322917,20.88235294117647,-2.5302079,-4.402839578901019,-4.402839578901019,1.0
258000,1.9934479,21.92105263157895,-6.4194627,-4.027903434392568,-4.027903434392568,1.0
259000,1.9996219,52.93939393939394,-9.361931,-40.38278792006895,-40.38278792006895,1.0
260000,2.0574343,22.054054054054053,-2.0453358,-3.9785897167105424,-3.9785897167105424,1.0
261000,2.043256,22.725,-2.0819447,-4.145048595056301,-4.145048595056301,1.0
262000,2.0611072,49.28947368421053,-1.757268,-2.485453555981318,-2.485453555981318,1.0
263000,2.052574,26.58974358974359,-1.9735593,-4.086958769120668,-4.086958769120668,1.0
264000,2.0580108,23.974358974358974,-1.9391376,-3.6546523890844207,-3.6546523890844207,1.0
265000,2.050996,22.386363636363637,-1.9874784,-3.74812167315256,-3.74812167315256,1.0
266000,2.0434043,24.0,-1.9327761,-3.9620287230140283,-3.9620287230140283,1.0
267000,2.0367928,23.8,-1.889131,-4.0832230982027555,-4.0832230982027555,1.0
268000,2.018423,20.685714285714287,-1.9624838,-4.067341446876526,-4.067341446876526,1.0
269000,2.0015256,24.95,-1.9262688,-3.8558236078212134,-3.8558236078212134,1.0
270000,2.0054228,26.0,-1.6847749,-3.721144520875179,-3.721144520875179,1.0
271000,1.987905,20.0,-1.8664246,-4.146771662575858,-4.146771662575858,1.0
272000,1.9826823,28.655172413793103,-1.6468419,-3.005486575762431,-3.005486575762431,1.0
273000,1.9876776,23.970588235294116,-1.4974223,-4.168441280722618,-4.168441280722618,1.0
274000,1.9917437,23.97142857142857,-1.791488,-4.069102048873901,-4.069102048873901,1.0
275000,1.9874879,20.90625,-1.8206517,-4.053642434232375,-4.053642434232375,1.0
276000,1.9919899,47.78947368421053,-1.6607788,-1.9686151436857275,-1.9686151436857275,1.0
277000,2.0216544,25.818181818181817,-1.7207501,-3.3269060078789208,-3.3269060078789208,1.0
278000,2.020044,21.7027027027027,-2.0038981,-4.376718044281006,-4.376718044281006,1.0
279000,1.9974959,24.05263157894737,-2.1152344,-3.906657874584198,-3.906657874584198,1.0
280000,1.9635692,21.88888888888889,0.3511408,-4.4924672331128805,-4.4924672331128805,1.0
281000,1.934901,52.76315789473684,0.010567751,-3.89674094484912,-3.89674094484912,1.0
282000,1.9042025,22.658536585365855,3.0404937,-4.358276612049824,-4.358276612049824,1.0
283000,1.8931075,23.485714285714284,1.1836948,-3.806547036296443,-3.806547036296443,1.0
284000,1.8665919,24.65625,2.0269432,-3.9078331344267903,-3.9078331344267903,1.0
285000,1.8453567,26.1,8.210771,-3.9193846424420675,-3.9193846424420675,1.0
286000,1.8340586,21.29032258064516,3.3691921,-3.595388952642679,-3.595388952642679,1.0
287000,1.8115555,24.17241379310345,9.943172,-3.45937751020704,-3.45937751020704,1.0
288000,1.8023353,22.59375,2.4011858,-4.1587511375546455,-4.1587511375546455,1.0
289000,1.835137,63.111111111111114,8.705254,232.17349036381796,232.17349036381796,1.0
290000,1.9565263,21.0,-6.0032334,-4.161747577862862,-4.161747577862862,1.0
291000,1.9348415,22.363636363636363,-6.792029,-4.373321315821479,-4.373321315821479,1.0
292000,1.8939414,20.47222222222222,-12.743089,-4.362892131010692,-4.362892131010692,1.0
293000,1.8648165,24.333333333333332,-8.647733,-4.046885832150777,-4.046885832150777,1.0
294000,1.8462195,25.392857142857142,-17.756807,-3.8752908176845975,-3.8752908176845975,1.0
295000,1.8489412,52.24242424242424,-11.5151825,-2.532019550150091,-2.532019550150091,1.0
296000,1.9002863,52.91428571428571,-21.985441,-246.1610193427871,-246.1610193427871,1.0
297000,1.9998531,23.205128205128204,-5.236575,-3.990561527641196,-3.990561527641196,1.0
298000,1.9763334,26.933333333333334,-10.837916,-3.8031492233276367,-3.8031492233276367,1.0
299000,1.9772955,23.89189189189189,-7.6254125,-4.231879739384902,-4.231879739384902,1.0
300000,1.9537059,24.02857142857143,-14.712579,-3.9294140747615267,-3.9294140747615267,1.0
301000,1.933843,24.05263157894737,-9.460628,-4.179790432388718,-4.179790432388718,1.0
302000,1.9272081,25.647058823529413,-10.159115,-3.911596494061606,-3.911596494061606,1.0
303000,2.007643,53.6,-19.488897,-196.18364792010362,-196.18364792010362,1.0
304000,2.061431,22.210526315789473,-2.3394322,-3.775426170229912,-3.775426170229912,1.0
305000,2.0690026,22.615384615384617,-2.2607446,-4.003437098703887,-4.003437098703887,1.0
306000,2.065246,23.128205128205128,-2.3754737,-4.0731899707745285,-4.0731899707745285,1.0
307000,2.0687017,21.94736842105263,-2.2952774,-3.9057585973488655,-3.9057585973488655,1.0
308000,2.0611858,23.710526315789473,-2.1528823,-3.8349615367683203,-3.8349615367683203,1.0
309000,2.0648649,22.61111111111111,-2.3158934,-3.7881823971464827,-3.7881823971464827,1.0
