Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
127000,1.9042172,21.6875,-7.9610066,-4.0586936907334765,-4.0586936907334765,1.0
128000,1.8991398,23.939393939393938,-8.755715,-4.023205693562826,-4.023205693562826,1.0
129000,1.9169703,21.620689655172413,-8.924161,-4.1174381002783775,-4.1174381002783775,1.0
130000,1.9184039,25.0,-10.006124,-3.7144264954107777,-3.7144264954107777,1.0
131000,1.9193673,54.3,-10.24207,-4.080483054549529,-4.080483054549529,1.0
132000,1.9220947,54.7,-10.610095,-327.28532595470034,-327.28532595470034,1.0
133000,1.9225317,24.304347826086957,-2.329648,-3.4725621128082276,-3.4725621128082276,1.0
134000,1.964211,24.586206896551722,-2.586044,-3.791314014073076,-3.791314014073076,1.0
135000,1.9786748,33.806451612903224,-4.3302026,-3.788589751925962,-3.788589751925962,1.0
136000,1.9723316,57.70967741935484,-6.037303,-1.1487951464951038,-1.1487951464951038,1.0
137000,1.9874394,24.272727272727273,-7.7841334,-4.26011423394084,-4.26011423394084,1.0
138000,1.9783368,22.444444444444443,-8.613887,-4.408693574570321,-4.408693574570321,1.0
139000,1.978198,24.09090909090909,-10.246118,-4.31288281083107,-4.31288281083107,1.0
140000,1.9693094,23.53125,-11.132975,-3.9040400729034888,-3.9040400729034888,1.0
141000,1.961007,22.783783783783782,-12.403982,-4.450189611491035,-4.450189611491035,1.0
142000,1.9432509,21.424242424242426,-12.753552,-3.9697213768959045,-3.9697213768959045,1.0
143000,1.9402238,55.83870967741935,-14.871298,-115.8650328190096,-115.8650328190096,1.0
144000,1.9366207,22.714285714285715,-9.3623705,-3.9588055505472073,-3.9588055505472073,1.0
145000,1.9447249,26.56756756756757,-2.3448932,-3.6541345791938977,-3.6541345791938977,1.0
146000,1.9469932,43.92857142857143,-9.141728,-4.270433588396935,-4.270433588396935,1.0
147000,1.9159526,22.902439024390244,-9.759231,-3.578761452436447,-3.578761452436447,1.0
148000,1.9134982,59.53333333333333,-23.427101,-292.83612461686135,-292.83612461686135,1.0
149000,1.9594373,21.930232558139537,-2.9237325,-4.224691312487533,-4.224691312487533,1.0
150000,1.9859027,24.02777777777778,-3.9064777,-3.558000021859219,-3.558000021859219,1.0
151000,1.9466449,26.21875,-4.8895726,-3.1949332491044076,-3.1949332491044076,1.0
152000,1.9253997,22.86111111111111,-5.5823135,-3.898895891089188,-3.898895891089188,1.0
153000,1.9072671,22.42105263157895,-5.80598,-3.915159093009101,-3.915159093009101,1.0
154000,1.8923593,24.1875,-6.2279177,-4.214319881270914,-4.214319881270914,1.0
155000,1.8878784,22.41176470588235,-7.0507836,-4.039840224911185,-4.039840224911185,1.0
156000,1.8609239,22.6875,-7.5084543,-3.5259944200515747,-3.5259944200515747,1.0
157000,1.8536643,27.59375,-0.96315116,-3.5633755186024834,-3.5633755186024834,1.0
158000,1.8677714,24.61764705882353,-7.7079263,-4.10740514235063,-4.10740514235063,1.0
159000,1.8507196,21.81081081081081,-7.9647903,-4.20877523554696,-4.20877523554696,1.0
160000,1.8583089,23.62857142857143,-8.769854,-4.128174129873514,-4.128174129873514,1.0
161000,1.8615555,23.161290322580644,-9.103652,-4.306041892837076,-4.306041892837076,1.0
162000,1.8361601,22.0,-9.412171,-4.068404810769217,-4.068404810769217,1.0
163000,1.8346995,22.25,-9.888772,-4.3245178290775845,-4.3245178290775845,1.0
164000,1.8525144,46.07692307692308,-11.774678,-226.53031208457017,-226.53031208457017,1.0
165000,1.8810235,20.80952380952381,-0.2951334,-4.123129955152186,-4.123129955152186,1.0
166000,1.8706554,23.38235294117647,0.9542323,-4.249568928991045,-4.249568928991045,1.0
167000,1.892935,43.395348837209305,3.6392303,138.85677536143814,138.85677536143814,1.0
168000,1.9882029,22.476190476190474,-2.5404592,-4.206778633594513,-4.206778633594513,1.0
169000,1.9821757,50.75,-2.4542058,-1.5087850831056897,-1.5087850831056897,1.0
170000,1.9984876,23.91891891891892,-2.4005795,-4.03440200960314,-4.03440200960314,1.0
171000,1.9979615,23.742857142857144,-2.3625894,-3.77400164604187,-3.77400164604187,1.0
172000,1.9607302,23.81578947368421,-2.5405078,-4.126060899935271,-4.126060899935271,1.0
173000,1.9745222,22.29268292682927,-3.1708896,-4.146436040465896,-4.146436040465896,1.0
174000,1.9755522,21.225806451612904,-4.4670954,-4.0988798502719765,-4.0988798502719765,1.0
175000,1.9870553,26.571428571428573,-5.5844164,-3.3295729875564577,-3.3295729875564577,1.0
176000,2.0173848,20.714285714285715,-6.2799864,-4.224551644590166,-4.224551644590166,1.0
177000,2.0348823,20.294117647058822,-2.448887,-3.9050526759203743,-3.9050526759203743,1.0
178000,2.0276346,31.771428571428572,-7.1658053,-3.539089448524244,-3.539089448524244,1.0
179000,2.0070808,21.96969696969697,-7.9603395,-3.8995865258303555,-3.8995865258303555,1.0
180000,2.015936,21.37142857142857,-8.7996,-4.04128813382351,-4.04128813382351,1.0
181000,2.0158477,25.26923076923077,-9.505279,-3.502056676765968,-3.502056676765968,1.0
182000,1.9994174,21.166666666666668,-10.446779,-3.4720704593966083,-3.4720704593966083,1.0
183000,2.001334,37.81578947368421,-10.063688,-4.550672623846266,-4.550672623846266,1.0
184000,2.0078802,22.08823529411765,-11.243876,-3.8256158556256974,-3.8256158556256974,1.0
185000,2.0087657,20.972972972972972,-11.45219,-3.945250923569138,-3.945250923569138,1.0
186000,2.0196018,49.861111111111114,-13.320049,-4.152474931958649,-4.152474931958649,1.0
187000,2.019048,22.324324324324323,-13.810287,-3.756785019023998,-3.756785019023998,1.0
188000,2.0399954,46.675,-13.523137,-226.7252221852541,-226.7252221852541,1.0
189000,2.049092,23.897435897435898,-2.3678594,-3.99992907369459,-3.99992907369459,1.0
190000,2.0365205,22.514285714285716,-2.476117,-4.32234327416671,-4.32234327416671,1.0
191000,2.0396106,23.41176470588235,-2.3569505,-4.0547724131381875,-4.0547724131381875,1.0
192000,2.0214598,22.871794871794872,-2.4500577,-4.156377300237998,-4.156377300237998,1.0
193000,2.0313735,22.44736842105263,-2.3870783,-3.9414957810092615,-3.9414957810092615,1.0
194000,2.0141194,49.388888888888886,-2.4574213,-1.5278708741471574,-1.5278708741471574,1.0
195000,2.0258584,23.142857142857142,-2.1950598,-3.7611131234602495,-3.7611131234602495,1.0
196000,2.013701,24.65714285714286,-2.3594477,-4.077660773251508,-4.077660773251508,1.0
197000,2.012201,23.25,-2.2371743,-3.7576049241152676,-3.7576049241152676,1.0
198000,2.0004637,21.896551724137932,-2.3597617,-4.217462496324019,-4.217462496324019,1.0
199000,2.003133,22.771428571428572,-2.3072093,-3.9407382999147686,-3.9407382999147686,1.0
200000,2.0172358,20.764705882352942,-2.2022161,-4.11094556748867,-4.11094556748867,1.0
201000,1.9972272,24.93548387096774,-2.2941551,-4.1665542971703315,-4.1665542971703315,1.0
202000,1.9937881,22.575757575757574,-2.286035,-3.816182824543544,-3.816182824543544,1.0
203000,1.9964317,22.03030303030303,-2.3570426,-4.2402277290821075,-4.2402277290821075,1.0
204000,2.00835,22.066666666666666,-2.2302191,-4.052210777036605,-4.052210777036605,1.0
205000,1.9995853,22.314285714285713,-2.3943748,-3.8976007086890085,-3.8976007086890085,1.0
206000,2.013672,46.256410256410255,-2.464921,-1.782212318600835,-1.782212318600835,1.0
207000,2.0008636,21.93548387096774,-2.371157,-4.472049076110125,-4.472049076110125,1.0
208000,2.0079663,23.486486486486488,-2.3472917,-3.951016651259528,-3.951016651259528,1.0
209000,1.9947746,22.939393939393938,-2.3415735,-4.050643359913545,-4.050643359913545,1.0
210000,1.999634,48.810810810810814,-2.3388507,-4.177271298236317,-4.177271298236317,1.0
211000,2.02132,26.029411764705884,-2.3395684,-3.6294051374707905,-3.6294051374707905,1.0
212000,2.0277917,21.682926829268293,-2.4943073,-4.447575404093816,-4.447575404093816,1.0
213000,2.0409951,50.416666666666664,-2.316937,-2.8946280334446883,-2.8946280334446883,1.0
214000,2.0300446,47.94736842105263,-2.4338899,-2.6738119407704004,-2.6738119407704004,1.0
215000,2.0190187,25.694444444444443,-2.197645,-3.723746699445388,-3.723746699445388,1.0
216000,2.0287333,22.71794871794872,-2.5214322,-4.202043155344521,-4.202043155344521,1.0
217000,1.9922215,22.5,-2.4491708,-3.873391328713833,-3.873391328713833,1.0
218000,1.9880517,22.72222222222222,-2.467058,-3.7905968957477145,-3.7905968957477145,1.0
219000,1.984787,21.45,-2.6129477,-4.307773822691383,-4.307773822691383,1.0
220000,1.9893632,21.85,-2.55682,-4.137053330739339,-4.137053330739339,1.0
221000,1.9869015,23.054054054054053,-2.3760257,-3.8025999665260315,-3.8025999665260315,1.0
222000,1.9763354,23.026315789473685,-2.4320502,-3.9353215468896403,-3.9353215468896403,1.0
223000,1.9894626,22.72222222222222,-2.3630393,-3.980190283543355,-3.980190283543355,1.0
224000,1.9960986,20.85,-2.4510834,-3.96135658178574,-3.96135658178574,1.0
225000,1.9878767,23.205882352941178,-2.4305418,-3.9785407748487263,-3.9785407748487263,1.0
226000,1.9735321,24.91891891891892,-2.3071992,-3.9695195029763615,-3.9695195029763615,1.0
227000,1.9631416,22.806451612903224,-2.2022119,-3.5634927022106506,-3.5634927022106506,1.0
228000,1.9897687,22.61111111111111,-2.3422127,-3.999864338217555,-3.999864338217555,1.0
229000,1.9797393,21.513513513513512,-2.3101513,-4.080985314316219,-4.080985314316219,1.0
230000,1.9881101,49.69444444444444,-2.318133,-1.2476946380403307,-1.2476946380403307,1.0
231000,2.0113533,21.390243902439025,-2.5132232,-4.142966429392497,-4.142966429392497,1.0
232000,2.0096471,21.27777777777778,-2.353283,-4.109870036443074,-4.109870036443074,1.0
233000,2.0123973,24.17142857142857,-2.4020555,-4.08377396738207,-4.08377396738207,1.0
234000,2.0367174,48.38461538461539,-2.3746676,-4.325410450073449,-4.325410450073449,1.0
235000,2.020611,22.075,-2.4665084,-4.014703447881498,-4.014703447881498,1.0
236000,2.0136614,22.612903225806452,-2.3415184,-3.924201621728785,-3.924201621728785,1.0
237000,1.9937353,21.5,-2.475239,-4.188048736469166,-4.188048736469166,1.0
238000,1.9600027,23.47222222222222,-2.373009,-3.8393543660640717,-3.8393543660640717,1.0
239000,1.9951861,22.7027027027027,-2.2742176,-4.311253209908803,-4.311253209908803,1.0
240000,1.9821495,22.5,-2.208481,-3.7028337787179386,-3.7028337787179386,1.0
241000,1.9467939,21.5,-2.2341654,-3.872790594895681,-3.872790594895681,1.0
242000,1.9473432,49.542857142857144,-2.3882148,-4.4753260378326685,-4.4753260378326685,1.0
243000,1.9469734,20.91176470588235,-1.864281,-4.097826880567214,-4.097826880567214,1.0
244000,1.953225,23.916666666666668,-1.9844407,-3.5003020967756,-3.5003020967756,1.0
245000,1.9468526,23.484848484848484,-2.246858,-3.826800169366779,-3.826800169366779,1.0
246000,1.9422665,25.482758620689655,-2.356925,-4.1093383096158504,-4.1093383096158504,1.0
247000,1.9597409,21.58974358974359,-2.3852863,-4.116419901718965,-4.116419901718965,1.0
248000,1.9954543,23.03030303030303,-2.2566438,-3.3684653236019995,-3.3684653236019995,1.0
249000,1.9873747,24.303030303030305,-2.3434289,-3.609229918888637,-3.609229918888637,1.0
250000,1.9800087,21.484848484848484,-2.4172668,-4.107618887083871,-4.107618887083871,1.0
251000,1.9286299,89.93103448275862,-2.080038,-3.8268852511850686,-3.8268852511850686,1.0
252000,1.9584343,23.866666666666667,-2.1663773,-0.44147880747914314,-0.44147880747914314,1.0
253000,1.9559938,23.857142857142858,-2.4734683,-3.7222001287672253,-3.7222001287672253,1.0
254000,1.952428,20.61904761904762,-2.6309958,-4.420646417708624,-4.420646417708624,1.0
255000,1.9642016,21.3,-2.533578,-4.413985522169816,-4.413985522169816,1.0
256000,1.9471874,21.757575757575758,-2.3625867,-4.0594395469216735,-4.0594395469216735,1.0
257000,1.9346181,51.4375,-2.3619742,-6.105876315723766,-6.105876315723766,1.0
258000,1.9481189,22.35135135135135,-2.2975118,-3.499791727747236,-3.499791727747236,1.0
259000,1.945831,20.52777777777778,-2.395514,-4.245634527767406,-4.245634527767406,1.0
260000,1.9442027,24.655172413793103,-2.1507564,-3.5873683537206342,-3.5873683537206342,1.0
261000,1.9477488,22.142857142857142,-2.0788584,-3.781265608469645,-3.781265608469645,1.0
262000,1.9438355,22.727272727272727,-2.2650764,-3.457554752176458,-3.457554752176458,1.0
263000,1.9255072,23.75,-2.1256416,-4.1693214774131775,-4.1693214774131775,1.0
264000,1.9167439,23.88888888888889,-2.108364,-4.0197521977954445,-4.0197521977954445,1.0
265000,1.9195963,36.833333333333336,-2.1976306,-3.998796017042228,-3.998796017042228,1.0
266000,1.9308776,52.5,-2.269754,-2.528384440085467,-2.528384440085467,1.0
267000,1.9591378,46.63157894736842,-2.1999454,-5.047330684521619,-5.047330684521619,1.0
268000,1.9934288,22.454545454545453,-2.2648478,-3.968375451224191,-3.968375451224191,1.0
269000,2.0068505,23.151515151515152,-2.218956,-4.210857931411628,-4.210857931411628,1.0
270000,1.9908459,23.096774193548388,-2.2701244,-4.237036127032655,-4.237036127032655,1.0
271000,1.9412236,24.78125,-1.9828507,-3.5244201216204414,-3.5244201216204414,1.0
272000,1.9264315,60.11538461538461,-1.3405149,-1.2990595740931374,-1.2990595740931374,1.0
273000,1.946809,23.285714285714285,-1.0825273,-4.163943754775183,-4.163943754775183,1.0
274000,1.9355978,21.0,-0.6929732,-3.98540769304548,-3.98540769304548,1.0
275000,1.9407045,23.451612903225808,-0.66470826,-3.7413331046700478,-3.7413331046700478,1.0
276000,1.936531,21.228571428571428,-0.73939055,-4.122452959418297,-4.122452959418297,1.0
277000,1.938256,21.35483870967742,-0.8472969,-4.060763597488403,-4.060763597488403,1.0
278000,1.9467041,21.727272727272727,-1.2510598,-4.092214633678568,-4.092214633678568,1.0
279000,1.9406284,90.17857142857143,0.33315802,-2.313534322284883,-2.313534322284883,1.0
280000,1.9816732,23.37037037037037,-0.9041593,-4.026828135762896,-4.026828135762896,1.0
281000,1.9520414,25.705882352941178,-2.1970851,-3.8354174179189346,-3.8354174179189346,1.0
282000,1.9600449,20.90625,-0.9429447,-4.075471810996532,-4.075471810996532,1.0
283000,1.9131947,25.689655172413794,-1.0894161,-3.816338692392622,-3.816338692392622,1.0
284000,1.9295766,27.515151515151516,1.2035499,-3.989542052646478,-3.989542052646478,1.0
285000,1.9028306,21.870967741935484,0.9293203,-4.019404125213623,-4.019404125213623,1.0
286000,1.9693402,61.55882352941177,2.1434565,109.25242434814572,109.25242434814572,1.0
287000,2.0201075,51.588235294117645,-2.106276,-1.9555709885828423,-1.9555709885828423,1.0
288000,2.050394,47.5,-2.2562568,-2.008198136375064,-2.008198136375064,1.0
289000,2.034921,22.026315789473685,-2.0319104,-4.354931488633156,-4.354931488633156,1.0
290000,2.020265,22.475,-1.9057335,-4.199341654777527,-4.199341654777527,1.0
291000,2.024797,21.404761904761905,-1.9212418,-3.9991957516897294,-3.9991957516897294,1.0
292000,2.0299678,21.095238095238095,-1.9002681,-3.884027600288391,-3.884027600288391,1.0
293000,2.0208037,23.0,-1.8016373,-3.492272924435766,-3.492272924435766,1.0
294000,1.9929554,24.45945945945946,-1.6391804,-3.8261934416634698,-3.8261934416634698,1.0
295000,1.985731,24.13888888888889,-1.30143,-3.948849861962455,-3.948849861962455,1.0
296000,1.9813327,24.428571428571427,-1.0148311,-4.217008912885511,-4.217008912885511,1.0
297000,1.9946424,21.78048780487805,-0.73816377,-3.8961041355744386,-3.8961041355744386,1.0
298000,1.9771618,22.61764705882353,-0.33738837,-4.292912085851033,-4.292912085851033,1.0
299000,1.9103866,21.945945945945947,0.015970858,-3.960721276487623,-3.960721276487623,1.0
300000,1.895462,22.0,0.20456322,-4.084263043271171,-4.084263043271171,1.0
301000,1.8757095,22.387096774193548,0.51115197,-4.3587950095534325,-4.3587950095534325,1.0
302000,1.8765355,21.41176470588235,0.7541412,-3.982381820678711,-3.982381820678711,1.0
303000,1.850467,23.757575757575758,1.2788543,-4.070826976530014,-4.070826976530014,1.0
